Specialization,Certifications,CGPA/Percentage,Skills_ID_Categorized,Recommended_Career,Education_Level_ID_Categorized,Certifications_ID_Categorized
Arts,CFA Level 1,95,"Analisis Data & IT, Konseling",Business Analyst,Doktor,Keuangan (CFA)
Science,AWS Certified,62,SQL,Software Engineer,Magister,Cloud bersertifikat (AWS)
Finance,CFA Level 1,68,"Analisis Data & IT, Komunikasi, SQL",Eksekutif Pemasaran,SMA/Sederajat,Keuangan (CFA)
Science,Google Data Analytics,65,"Keuangan & Akuntansi, Komunikasi, Pemasaran",Asisten Penjualan,Doktor,Analisis Data Google
Psychology,Mental Health Basics,87,"Keuangan & Akuntansi, Konseling, SQL",Operator Entri Data,SMA/Sederajat,Kesehatan Mental
Commerce,Mental Health Basics,73,"Analisis Data & IT, Keuangan & Akuntansi",Ilmuwan Peneliti,SMA/Sederajat,Kesehatan Mental
Science,Creative Writing,70,"Konseling, Pemasaran",Akademisi/Dosen,SMA/Sederajat,Penulisan Kreatif
Business,AWS Certified,75,"Keuangan & Akuntansi, MS Office, Python",Financial Analyst,Doktor,Cloud bersertifikat (AWS)
Science,Tally ERP,84,"Keuangan & Akuntansi, MS Office, Machine Learning",Akademisi/Dosen,Magister,Keuangan & ERP
Computer Science,Digital Marketing,83,"Keuangan & Akuntansi, Python",Staf Administrasi,Magister,Pemasaran Digital
Commerce,CFA Level 1,68,"Konseling, Machine Learning, SQL",Staf Administrasi,Magister,Keuangan (CFA)
Psychology,No Certification,86,Keuangan & Akuntansi,Eksekutif Pemasaran,SMA/Sederajat,Tanpa Sertifikat
Engineering,Mental Health Basics,89,"Komunikasi, Konseling",Konselor Sekolah,SMA/Sederajat,Kesehatan Mental
Business,Mental Health Basics,76,"Analisis Data & IT, Pemasaran, SQL",Financial Analyst,Doktor,Kesehatan Mental
Science,No Certification,65,"Machine Learning, Python",Operator Entri Data,SMA/Sederajat,Tanpa Sertifikat
Science,AWS Certified,63,Komunikasi,ML Engineer,Sarjana,Cloud bersertifikat (AWS)
Computer Science,Digital Marketing,70,"Keuangan & Akuntansi, MS Office, SQL",Eksekutif Pemasaran,SMA/Sederajat,Pemasaran Digital
Arts,No Certification,65,Konseling,Business Analyst,Magister,Tanpa Sertifikat
Science,AWS Certified,75,"Komunikasi, Konseling, Python",Staf Administrasi,Sarjana,Cloud bersertifikat (AWS)
Business,No Certification,84,"Keuangan & Akuntansi, Komunikasi, Machine Learning",ML Engineer,Magister,Tanpa Sertifikat
Business,AWS Certified,75,Analisis Data & IT,Staf Administrasi,Sarjana,Cloud bersertifikat (AWS)
Commerce,CFA Level 1,60,"Keuangan & Akuntansi, MS Office",Asisten Penjualan,Magister,Keuangan (CFA)
Commerce,AWS Certified,74,"MS Office, Machine Learning",Operator Entri Data,Sarjana,Cloud bersertifikat (AWS)
Finance,AWS Certified,91,Keuangan & Akuntansi,Ilmuwan Peneliti,Sarjana,Cloud bersertifikat (AWS)
Commerce,Mental Health Basics,85,Machine Learning,Konselor Sekolah,Magister,Kesehatan Mental
Engineering,CFA Level 1,85,SQL,Akademisi/Dosen,Doktor,Keuangan (CFA)
Engineering,AWS Certified,65,Keuangan & Akuntansi,Asisten Penjualan,Sarjana,Cloud bersertifikat (AWS)
Arts,Google Data Analytics,64,Keuangan & Akuntansi,Ilmuwan Peneliti,SMA/Sederajat,Analisis Data Google
Business,CFA Level 1,61,"Analisis Data & IT, Keuangan & Akuntansi, Pemasaran",Business Analyst,SMA/Sederajat,Keuangan (CFA)
Computer Science,Digital Marketing,62,MS Office,Ilmuwan Peneliti,Magister,Pemasaran Digital
Engineering,CFA Level 1,61,"Konseling, Machine Learning",Staf Administrasi,Magister,Keuangan (CFA)
Computer Science,Digital Marketing,88,Machine Learning,Konselor Sekolah,SMA/Sederajat,Pemasaran Digital
Business,Digital Marketing,90,"Konseling, Python",Financial Analyst,SMA/Sederajat,Pemasaran Digital
Engineering,No Certification,70,"Analisis Data & IT, Machine Learning",Akuntan Junior,Doktor,Tanpa Sertifikat
Commerce,No Certification,93,"Keuangan & Akuntansi, MS Office",ML Engineer,Sarjana,Tanpa Sertifikat
Arts,No Certification,61,Konseling,Staf Administrasi,Doktor,Tanpa Sertifikat
Computer Science,AWS Certified,77,"Keuangan & Akuntansi, Komunikasi",Staf Administrasi,SMA/Sederajat,Cloud bersertifikat (AWS)
Finance,Digital Marketing,81,"Komunikasi, Konseling",Asisten Penjualan,Magister,Pemasaran Digital
Engineering,No Certification,64,Machine Learning,Financial Analyst,SMA/Sederajat,Tanpa Sertifikat
Commerce,Google Data Analytics,81,Konseling,Staf Administrasi,SMA/Sederajat,Analisis Data Google
Psychology,Creative Writing,83,"Komunikasi, Konseling, Machine Learning",Akuntan Junior,Magister,Penulisan Kreatif
Business,CFA Level 1,93,"Keuangan & Akuntansi, Pemasaran, SQL",Eksekutif Pemasaran,SMA/Sederajat,Keuangan (CFA)
Computer Science,Google Data Analytics,75,"Konseling, Python, SQL",Operator Entri Data,Magister,Analisis Data Google
Psychology,Digital Marketing,85,Pemasaran,Konselor Sekolah,SMA/Sederajat,Pemasaran Digital
Engineering,AWS Certified,76,"Konseling, SQL",Staf Administrasi,Doktor,Cloud bersertifikat (AWS)
Engineering,Mental Health Basics,91,"MS Office, Pemasaran",Operator Entri Data,Magister,Kesehatan Mental
Psychology,CFA Level 1,66,SQL,Ilmuwan Peneliti,Sarjana,Keuangan (CFA)
Psychology,Tally ERP,81,"Keuangan & Akuntansi, Machine Learning",Akademisi/Dosen,SMA/Sederajat,Keuangan & ERP
Arts,Google Data Analytics,74,"Analisis Data & IT, Pemasaran",Akademisi/Dosen,SMA/Sederajat,Analisis Data Google
Arts,Tally ERP,73,"Komunikasi, Konseling, SQL",Eksekutif Pemasaran,Sarjana,Keuangan & ERP
Business,Tally ERP,80,Machine Learning,ML Engineer,Sarjana,Keuangan & ERP
Business,Mental Health Basics,75,Keuangan & Akuntansi,Akademisi/Dosen,SMA/Sederajat,Kesehatan Mental
Finance,AWS Certified,81,"Keuangan & Akuntansi, Pemasaran, SQL",Akademisi/Dosen,Doktor,Cloud bersertifikat (AWS)
Commerce,Google Data Analytics,77,Keuangan & Akuntansi,Asisten Penjualan,Doktor,Analisis Data Google
Science,Mental Health Basics,68,"MS Office, Pemasaran, Python",Operator Entri Data,Magister,Kesehatan Mental
Science,AWS Certified,65,"Analisis Data & IT, Keuangan & Akuntansi, Python",Business Analyst,SMA/Sederajat,Cloud bersertifikat (AWS)
Commerce,Mental Health Basics,82,Keuangan & Akuntansi,Staf Administrasi,Magister,Kesehatan Mental
Arts,Digital Marketing,78,"Keuangan & Akuntansi, Machine Learning",Staf Administrasi,Sarjana,Pemasaran Digital
Science,CFA Level 1,78,SQL,Operator Entri Data,SMA/Sederajat,Keuangan (CFA)
Computer Science,Creative Writing,78,"Analisis Data & IT, Komunikasi",Business Analyst,Sarjana,Penulisan Kreatif
Business,Mental Health Basics,69,Machine Learning,Akuntan Junior,SMA/Sederajat,Kesehatan Mental
Computer Science,Mental Health Basics,76,"Keuangan & Akuntansi, MS Office",Ilmuwan Peneliti,SMA/Sederajat,Kesehatan Mental
Engineering,No Certification,85,"Keuangan & Akuntansi, SQL",Akuntan Junior,Sarjana,Tanpa Sertifikat
Engineering,Google Data Analytics,91,"Komunikasi, Konseling, Pemasaran",Asisten Penjualan,SMA/Sederajat,Analisis Data Google
Commerce,Google Data Analytics,75,"Komunikasi, Python",Financial Analyst,Doktor,Analisis Data Google
Commerce,Digital Marketing,95,"Analisis Data & IT, Machine Learning, Pemasaran",Asisten Penjualan,SMA/Sederajat,Pemasaran Digital
Psychology,AWS Certified,60,Analisis Data & IT,Staf Administrasi,SMA/Sederajat,Cloud bersertifikat (AWS)
Psychology,AWS Certified,70,Machine Learning,Staf Administrasi,Doktor,Cloud bersertifikat (AWS)
Finance,CFA Level 1,72,"Komunikasi, Python, SQL",Financial Analyst,SMA/Sederajat,Keuangan (CFA)
Science,AWS Certified,86,"Keuangan & Akuntansi, Machine Learning, Python",Ilmuwan Peneliti,Doktor,Cloud bersertifikat (AWS)
Computer Science,Mental Health Basics,83,"Keuangan & Akuntansi, MS Office, Machine Learning",Business Analyst,SMA/Sederajat,Kesehatan Mental
Computer Science,Tally ERP,81,"MS Office, Python",Ilmuwan Peneliti,Sarjana,Keuangan & ERP
Engineering,Mental Health Basics,75,"Analisis Data & IT, Keuangan & Akuntansi, Machine Learning",ML Engineer,Doktor,Kesehatan Mental
Commerce,No Certification,67,"MS Office, Python",Eksekutif Pemasaran,Doktor,Tanpa Sertifikat
Commerce,No Certification,67,"Keuangan & Akuntansi, Machine Learning",Staf Administrasi,SMA/Sederajat,Tanpa Sertifikat
Engineering,AWS Certified,89,"Analisis Data & IT, Keuangan & Akuntansi",Ilmuwan Peneliti,Magister,Cloud bersertifikat (AWS)
Commerce,Google Data Analytics,73,MS Office,Akuntan Junior,Sarjana,Analisis Data Google
Engineering,CFA Level 1,78,"Komunikasi, MS Office, Pemasaran",Eksekutif Pemasaran,Doktor,Keuangan (CFA)
Arts,Tally ERP,90,Machine Learning,Ilmuwan Peneliti,Doktor,Keuangan & ERP
Psychology,Tally ERP,71,Machine Learning,Konselor Sekolah,Sarjana,Keuangan & ERP
Engineering,Mental Health Basics,71,"Keuangan & Akuntansi, Konseling, MS Office",Staf Administrasi,Sarjana,Kesehatan Mental
Computer Science,Tally ERP,70,MS Office,Akademisi/Dosen,SMA/Sederajat,Keuangan & ERP
Business,Google Data Analytics,83,Python,Operator Entri Data,SMA/Sederajat,Analisis Data Google
Computer Science,Digital Marketing,71,"Keuangan & Akuntansi, Machine Learning, SQL",Business Analyst,Doktor,Pemasaran Digital
Science,Creative Writing,90,"MS Office, Python",Asisten Penjualan,Sarjana,Penulisan Kreatif
Finance,Google Data Analytics,91,"Analisis Data & IT, Keuangan & Akuntansi, Pemasaran",Akademisi/Dosen,Sarjana,Analisis Data Google
Finance,Google Data Analytics,77,"Komunikasi, Konseling, Python",Operator Entri Data,Sarjana,Analisis Data Google
Business,Google Data Analytics,91,Konseling,Operator Entri Data,SMA/Sederajat,Analisis Data Google
Science,Creative Writing,65,"Machine Learning, SQL",Business Analyst,SMA/Sederajat,Penulisan Kreatif
Arts,Google Data Analytics,72,"Konseling, Machine Learning",Staf Administrasi,Doktor,Analisis Data Google
Engineering,Mental Health Basics,80,Konseling,Software Engineer,SMA/Sederajat,Kesehatan Mental
Psychology,Mental Health Basics,74,"Komunikasi, MS Office, Machine Learning",Konselor Sekolah,Sarjana,Kesehatan Mental
Business,Creative Writing,77,"Analisis Data & IT, Konseling, MS Office",Ilmuwan Peneliti,SMA/Sederajat,Penulisan Kreatif
Engineering,Mental Health Basics,74,"Analisis Data & IT, Keuangan & Akuntansi, MS Office",Akuntan Junior,SMA/Sederajat,Kesehatan Mental
Computer Science,AWS Certified,66,"Keuangan & Akuntansi, Komunikasi",Financial Analyst,Sarjana,Cloud bersertifikat (AWS)
Engineering,Digital Marketing,93,"Keuangan & Akuntansi, Komunikasi",Financial Analyst,Magister,Pemasaran Digital
Computer Science,Mental Health Basics,74,"Analisis Data & IT, Keuangan & Akuntansi, Komunikasi",ML Engineer,Doktor,Kesehatan Mental
Finance,Google Data Analytics,60,"Analisis Data & IT, Pemasaran",ML Engineer,SMA/Sederajat,Analisis Data Google
Arts,Digital Marketing,90,"Konseling, Machine Learning",Akademisi/Dosen,Doktor,Pemasaran Digital
Engineering,Digital Marketing,83,Python,Konselor Sekolah,Magister,Pemasaran Digital
Business,No Certification,89,"Keuangan & Akuntansi, SQL",Eksekutif Pemasaran,Magister,Tanpa Sertifikat
Computer Science,AWS Certified,86,"Keuangan & Akuntansi, Pemasaran",Asisten Penjualan,Doktor,Cloud bersertifikat (AWS)
Business,No Certification,82,"Analisis Data & IT, Keuangan & Akuntansi, MS Office",Akuntan Junior,SMA/Sederajat,Tanpa Sertifikat
Commerce,CFA Level 1,61,"Keuangan & Akuntansi, Machine Learning, Python",Eksekutif Pemasaran,Doktor,Keuangan (CFA)
Computer Science,Google Data Analytics,76,"Analisis Data & IT, Keuangan & Akuntansi",Akademisi/Dosen,SMA/Sederajat,Analisis Data Google
Psychology,AWS Certified,80,"Konseling, MS Office, Python",Financial Analyst,SMA/Sederajat,Cloud bersertifikat (AWS)
Engineering,AWS Certified,90,"MS Office, SQL",Eksekutif Pemasaran,SMA/Sederajat,Cloud bersertifikat (AWS)
Engineering,Creative Writing,82,"Keuangan & Akuntansi, Konseling, Python",Ilmuwan Peneliti,Doktor,Penulisan Kreatif
Business,Tally ERP,84,"Analisis Data & IT, MS Office",Staf Administrasi,Doktor,Keuangan & ERP
Science,Tally ERP,82,SQL,Staf Administrasi,SMA/Sederajat,Keuangan & ERP
Business,Tally ERP,72,"Analisis Data & IT, MS Office",Staf Administrasi,Doktor,Keuangan & ERP
Business,Tally ERP,94,"Keuangan & Akuntansi, MS Office, Python",Financial Analyst,Magister,Keuangan & ERP
Psychology,Tally ERP,81,"Komunikasi, Python",Operator Entri Data,Magister,Keuangan & ERP
Finance,Google Data Analytics,60,Keuangan & Akuntansi,ML Engineer,Sarjana,Analisis Data Google
Commerce,Digital Marketing,85,"Keuangan & Akuntansi, MS Office, Machine Learning",Operator Entri Data,Doktor,Pemasaran Digital
Computer Science,CFA Level 1,92,Komunikasi,Asisten Penjualan,SMA/Sederajat,Keuangan (CFA)
Business,Creative Writing,61,"Konseling, SQL",Ilmuwan Peneliti,Doktor,Penulisan Kreatif
Commerce,Mental Health Basics,69,SQL,Software Engineer,Magister,Kesehatan Mental
Business,Creative Writing,90,"Keuangan & Akuntansi, Pemasaran, Python",Akademisi/Dosen,Magister,Penulisan Kreatif
Psychology,Digital Marketing,73,"Analisis Data & IT, Pemasaran, Python",Akuntan Junior,Sarjana,Pemasaran Digital
Science,CFA Level 1,64,Analisis Data & IT,Konselor Sekolah,SMA/Sederajat,Keuangan (CFA)
Psychology,No Certification,62,"Komunikasi, Konseling",Financial Analyst,Magister,Tanpa Sertifikat
Finance,AWS Certified,89,"Analisis Data & IT, Machine Learning, Pemasaran",Eksekutif Pemasaran,Magister,Cloud bersertifikat (AWS)
Computer Science,Creative Writing,72,Keuangan & Akuntansi,Financial Analyst,Magister,Penulisan Kreatif
Engineering,AWS Certified,93,"Analisis Data & IT, Keuangan & Akuntansi, Machine Learning",Asisten Penjualan,SMA/Sederajat,Cloud bersertifikat (AWS)
Arts,Google Data Analytics,81,"Keuangan & Akuntansi, Machine Learning",Financial Analyst,Magister,Analisis Data Google
Finance,Mental Health Basics,91,"Analisis Data & IT, SQL",Ilmuwan Peneliti,Doktor,Kesehatan Mental
Engineering,Creative Writing,76,"Komunikasi, SQL",Asisten Penjualan,SMA/Sederajat,Penulisan Kreatif
Business,Google Data Analytics,74,"Konseling, Python, SQL",Business Analyst,Sarjana,Analisis Data Google
Finance,Tally ERP,71,"Pemasaran, SQL",Software Engineer,Magister,Keuangan & ERP
Engineering,Mental Health Basics,89,Konseling,Operator Entri Data,Sarjana,Kesehatan Mental
Business,Google Data Analytics,93,"Keuangan & Akuntansi, Komunikasi",Akuntan Junior,SMA/Sederajat,Analisis Data Google
Engineering,AWS Certified,68,"Keuangan & Akuntansi, Python",Software Engineer,Magister,Cloud bersertifikat (AWS)
Engineering,Creative Writing,79,"Keuangan & Akuntansi, SQL",Software Engineer,Magister,Penulisan Kreatif
Computer Science,Google Data Analytics,95,"Keuangan & Akuntansi, Komunikasi",ML Engineer,SMA/Sederajat,Analisis Data Google
Business,No Certification,78,MS Office,Eksekutif Pemasaran,Doktor,Tanpa Sertifikat
Arts,Mental Health Basics,84,"Keuangan & Akuntansi, Machine Learning, Pemasaran",Asisten Penjualan,SMA/Sederajat,Kesehatan Mental
Finance,Creative Writing,66,"Keuangan & Akuntansi, SQL",Akuntan Junior,Magister,Penulisan Kreatif
Science,Mental Health Basics,84,"Komunikasi, Konseling, MS Office",Operator Entri Data,Sarjana,Kesehatan Mental
Arts,AWS Certified,77,Pemasaran,Akuntan Junior,SMA/Sederajat,Cloud bersertifikat (AWS)
Psychology,Creative Writing,84,Analisis Data & IT,Staf Administrasi,SMA/Sederajat,Penulisan Kreatif
Computer Science,Mental Health Basics,91,"Komunikasi, Konseling, Machine Learning",ML Engineer,Doktor,Kesehatan Mental
Engineering,CFA Level 1,61,Pemasaran,Akademisi/Dosen,Sarjana,Keuangan (CFA)
Finance,CFA Level 1,77,"Keuangan & Akuntansi, MS Office",Akuntan Junior,Doktor,Keuangan (CFA)
Science,Digital Marketing,85,"Komunikasi, Python",Asisten Penjualan,Sarjana,Pemasaran Digital
Commerce,Creative Writing,81,Konseling,Software Engineer,Doktor,Penulisan Kreatif
Psychology,No Certification,83,SQL,Software Engineer,Magister,Tanpa Sertifikat
Engineering,AWS Certified,77,"Keuangan & Akuntansi, Komunikasi, Python",Operator Entri Data,Magister,Cloud bersertifikat (AWS)
Psychology,Mental Health Basics,90,"Analisis Data & IT, SQL",Akuntan Junior,SMA/Sederajat,Kesehatan Mental
Computer Science,AWS Certified,83,"MS Office, Pemasaran, Python",Eksekutif Pemasaran,Doktor,Cloud bersertifikat (AWS)
Science,Mental Health Basics,86,Konseling,Software Engineer,SMA/Sederajat,Kesehatan Mental
Science,CFA Level 1,81,"Pemasaran, Python, SQL",Operator Entri Data,Doktor,Keuangan (CFA)
Arts,No Certification,76,Keuangan & Akuntansi,Akademisi/Dosen,SMA/Sederajat,Tanpa Sertifikat
Arts,Tally ERP,94,"Keuangan & Akuntansi, MS Office",Ilmuwan Peneliti,Doktor,Keuangan & ERP
Business,Google Data Analytics,60,"Analisis Data & IT, Komunikasi, Python",Akademisi/Dosen,Sarjana,Analisis Data Google
Science,Google Data Analytics,61,Keuangan & Akuntansi,Staf Administrasi,Sarjana,Analisis Data Google
Arts,Mental Health Basics,68,Keuangan & Akuntansi,Operator Entri Data,Doktor,Kesehatan Mental
Science,No Certification,68,"Konseling, Machine Learning, Pemasaran",Akademisi/Dosen,Sarjana,Tanpa Sertifikat
Arts,CFA Level 1,76,SQL,Akuntan Junior,Magister,Keuangan (CFA)
Finance,Creative Writing,66,Analisis Data & IT,Staf Administrasi,Doktor,Penulisan Kreatif
Psychology,AWS Certified,86,"Keuangan & Akuntansi, MS Office, SQL",Staf Administrasi,Doktor,Cloud bersertifikat (AWS)
Finance,Mental Health Basics,76,Konseling,Eksekutif Pemasaran,Doktor,Kesehatan Mental
Psychology,Tally ERP,70,"Komunikasi, MS Office",Software Engineer,Doktor,Keuangan & ERP
Computer Science,AWS Certified,66,"Keuangan & Akuntansi, Python, SQL",Eksekutif Pemasaran,Sarjana,Cloud bersertifikat (AWS)
Psychology,AWS Certified,68,"Keuangan & Akuntansi, Python",Asisten Penjualan,SMA/Sederajat,Cloud bersertifikat (AWS)
Business,No Certification,92,Keuangan & Akuntansi,Akuntan Junior,Doktor,Tanpa Sertifikat
Engineering,No Certification,73,"Keuangan & Akuntansi, Komunikasi, Python",Eksekutif Pemasaran,Doktor,Tanpa Sertifikat
Commerce,CFA Level 1,95,"Konseling, MS Office, Python",Ilmuwan Peneliti,SMA/Sederajat,Keuangan (CFA)
Psychology,Google Data Analytics,73,Pemasaran,Software Engineer,SMA/Sederajat,Analisis Data Google
Psychology,No Certification,64,"Keuangan & Akuntansi, Komunikasi",Financial Analyst,Sarjana,Tanpa Sertifikat
Arts,Creative Writing,90,"Analisis Data & IT, Konseling",Asisten Penjualan,Doktor,Penulisan Kreatif
Engineering,Mental Health Basics,94,"MS Office, Pemasaran",Business Analyst,SMA/Sederajat,Kesehatan Mental
Business,No Certification,72,Pemasaran,Business Analyst,SMA/Sederajat,Tanpa Sertifikat
Finance,Creative Writing,78,Python,Konselor Sekolah,Magister,Penulisan Kreatif
Finance,Mental Health Basics,83,Keuangan & Akuntansi,Asisten Penjualan,Sarjana,Kesehatan Mental
Arts,AWS Certified,85,"Analisis Data & IT, Keuangan & Akuntansi, Python",Ilmuwan Peneliti,SMA/Sederajat,Cloud bersertifikat (AWS)
Science,Google Data Analytics,83,"Komunikasi, Python",Akuntan Junior,Magister,Analisis Data Google
Commerce,CFA Level 1,67,"Keuangan & Akuntansi, SQL",ML Engineer,Magister,Keuangan (CFA)
Computer Science,Mental Health Basics,95,MS Office,Ilmuwan Peneliti,Doktor,Kesehatan Mental
Psychology,Mental Health Basics,71,Machine Learning,Asisten Penjualan,Doktor,Kesehatan Mental
Psychology,AWS Certified,80,"Konseling, Python",ML Engineer,Doktor,Cloud bersertifikat (AWS)
Engineering,Google Data Analytics,94,"Keuangan & Akuntansi, Python",Eksekutif Pemasaran,Doktor,Analisis Data Google
Commerce,Mental Health Basics,93,"Machine Learning, Pemasaran, Python",Asisten Penjualan,SMA/Sederajat,Kesehatan Mental
Computer Science,Google Data Analytics,81,"Keuangan & Akuntansi, Konseling",Konselor Sekolah,Doktor,Analisis Data Google
Engineering,Creative Writing,63,"Analisis Data & IT, Konseling",Konselor Sekolah,Doktor,Penulisan Kreatif
Commerce,CFA Level 1,61,Keuangan & Akuntansi,Financial Analyst,SMA/Sederajat,Keuangan (CFA)
Commerce,Creative Writing,61,Machine Learning,Software Engineer,Magister,Penulisan Kreatif
Psychology,Creative Writing,66,"Keuangan & Akuntansi, Konseling",Akademisi/Dosen,Doktor,Penulisan Kreatif
Science,AWS Certified,86,Komunikasi,Staf Administrasi,SMA/Sederajat,Cloud bersertifikat (AWS)
Finance,Google Data Analytics,79,Analisis Data & IT,Konselor Sekolah,SMA/Sederajat,Analisis Data Google
Psychology,Digital Marketing,66,"Komunikasi, Pemasaran, Python",Konselor Sekolah,Doktor,Pemasaran Digital
Arts,Mental Health Basics,63,SQL,Operator Entri Data,Doktor,Kesehatan Mental
Engineering,CFA Level 1,88,Pemasaran,Business Analyst,SMA/Sederajat,Keuangan (CFA)
Computer Science,CFA Level 1,78,"Konseling, MS Office",Konselor Sekolah,Sarjana,Keuangan (CFA)
Finance,No Certification,76,"Analisis Data & IT, Pemasaran",Business Analyst,Doktor,Tanpa Sertifikat
Finance,Google Data Analytics,65,"Analisis Data & IT, Keuangan & Akuntansi",Staf Administrasi,SMA/Sederajat,Analisis Data Google
Finance,Creative Writing,69,Keuangan & Akuntansi,Akademisi/Dosen,SMA/Sederajat,Penulisan Kreatif
Finance,CFA Level 1,85,"Keuangan & Akuntansi, Python",Staf Administrasi,Sarjana,Keuangan (CFA)
Engineering,AWS Certified,89,"Analisis Data & IT, Konseling",Asisten Penjualan,Sarjana,Cloud bersertifikat (AWS)
Business,Tally ERP,71,Analisis Data & IT,Financial Analyst,SMA/Sederajat,Keuangan & ERP
Science,Tally ERP,88,Konseling,Akademisi/Dosen,Magister,Keuangan & ERP
Commerce,Creative Writing,90,Komunikasi,Financial Analyst,Doktor,Penulisan Kreatif
Computer Science,Creative Writing,86,"Keuangan & Akuntansi, Python",Konselor Sekolah,SMA/Sederajat,Penulisan Kreatif
Business,Digital Marketing,94,"Analisis Data & IT, Pemasaran",Eksekutif Pemasaran,SMA/Sederajat,Pemasaran Digital
Arts,AWS Certified,63,"Konseling, MS Office",Staf Administrasi,SMA/Sederajat,Cloud bersertifikat (AWS)
Science,AWS Certified,90,"Analisis Data & IT, Keuangan & Akuntansi, Pemasaran",Operator Entri Data,Doktor,Cloud bersertifikat (AWS)
Engineering,Google Data Analytics,73,"Machine Learning, Pemasaran",ML Engineer,SMA/Sederajat,Analisis Data Google
Business,Tally ERP,85,"Komunikasi, SQL",Ilmuwan Peneliti,Sarjana,Keuangan & ERP
Engineering,Tally ERP,69,"Analisis Data & IT, Keuangan & Akuntansi",Konselor Sekolah,SMA/Sederajat,Keuangan & ERP
Science,Digital Marketing,90,"Keuangan & Akuntansi, Machine Learning, Python",Staf Administrasi,Doktor,Pemasaran Digital
Science,Tally ERP,89,"Analisis Data & IT, Keuangan & Akuntansi, Python",Staf Administrasi,Sarjana,Keuangan & ERP
Psychology,CFA Level 1,73,"MS Office, Python, SQL",Financial Analyst,Magister,Keuangan (CFA)
Psychology,Digital Marketing,69,Keuangan & Akuntansi,Financial Analyst,Magister,Pemasaran Digital
Computer Science,Mental Health Basics,73,"Keuangan & Akuntansi, SQL",Akademisi/Dosen,SMA/Sederajat,Kesehatan Mental
Arts,Digital Marketing,76,"Konseling, Pemasaran",Software Engineer,SMA/Sederajat,Pemasaran Digital
Finance,Tally ERP,84,"Komunikasi, Python",Eksekutif Pemasaran,Doktor,Keuangan & ERP
Engineering,CFA Level 1,77,"Keuangan & Akuntansi, Machine Learning",Konselor Sekolah,SMA/Sederajat,Keuangan (CFA)
Finance,Digital Marketing,68,"Keuangan & Akuntansi, Machine Learning",Akademisi/Dosen,SMA/Sederajat,Pemasaran Digital
Psychology,Digital Marketing,64,"Keuangan & Akuntansi, Komunikasi, MS Office",Business Analyst,SMA/Sederajat,Pemasaran Digital
Business,Creative Writing,94,"Konseling, Pemasaran",Asisten Penjualan,SMA/Sederajat,Penulisan Kreatif
Arts,Creative Writing,78,Pemasaran,Staf Administrasi,SMA/Sederajat,Penulisan Kreatif
Arts,CFA Level 1,79,Keuangan & Akuntansi,Software Engineer,Magister,Keuangan (CFA)
Business,Mental Health Basics,76,"Komunikasi, Pemasaran",Ilmuwan Peneliti,Magister,Kesehatan Mental
Arts,Digital Marketing,92,"Keuangan & Akuntansi, Konseling, Machine Learning",Ilmuwan Peneliti,Doktor,Pemasaran Digital
Engineering,CFA Level 1,85,"Konseling, SQL",ML Engineer,SMA/Sederajat,Keuangan (CFA)
Finance,No Certification,70,"Keuangan & Akuntansi, Konseling, MS Office",Konselor Sekolah,SMA/Sederajat,Tanpa Sertifikat
Arts,CFA Level 1,81,Keuangan & Akuntansi,Business Analyst,Sarjana,Keuangan (CFA)
Arts,Tally ERP,70,"Analisis Data & IT, Keuangan & Akuntansi",Akuntan Junior,Doktor,Keuangan & ERP
Computer Science,AWS Certified,71,Pemasaran,Financial Analyst,SMA/Sederajat,Cloud bersertifikat (AWS)
Business,AWS Certified,79,Konseling,Akuntan Junior,SMA/Sederajat,Cloud bersertifikat (AWS)
Commerce,Mental Health Basics,65,Machine Learning,Staf Administrasi,Sarjana,Kesehatan Mental
Science,Digital Marketing,80,Konseling,Akuntan Junior,SMA/Sederajat,Pemasaran Digital
Finance,Mental Health Basics,66,"Keuangan & Akuntansi, Konseling, Python",Ilmuwan Peneliti,Magister,Kesehatan Mental
Engineering,Google Data Analytics,86,MS Office,Konselor Sekolah,Sarjana,Analisis Data Google
Computer Science,AWS Certified,89,"Keuangan & Akuntansi, MS Office, Machine Learning",Staf Administrasi,Sarjana,Cloud bersertifikat (AWS)
Psychology,Creative Writing,86,"Keuangan & Akuntansi, Konseling, SQL",Business Analyst,SMA/Sederajat,Penulisan Kreatif
Finance,Google Data Analytics,73,"Analisis Data & IT, Python, SQL",Operator Entri Data,SMA/Sederajat,Analisis Data Google
Engineering,Google Data Analytics,93,Python,Operator Entri Data,Sarjana,Analisis Data Google
Commerce,CFA Level 1,85,Pemasaran,Konselor Sekolah,SMA/Sederajat,Keuangan (CFA)
Psychology,CFA Level 1,78,"Keuangan & Akuntansi, Konseling, SQL",Akuntan Junior,SMA/Sederajat,Keuangan (CFA)
Business,CFA Level 1,71,Komunikasi,Asisten Penjualan,SMA/Sederajat,Keuangan (CFA)
Science,CFA Level 1,67,"Keuangan & Akuntansi, SQL",Akuntan Junior,SMA/Sederajat,Keuangan (CFA)
Finance,Tally ERP,95,"Komunikasi, Machine Learning, SQL",Konselor Sekolah,SMA/Sederajat,Keuangan & ERP
Computer Science,Tally ERP,66,Pemasaran,Operator Entri Data,Magister,Keuangan & ERP
Engineering,Creative Writing,66,"Machine Learning, Python, SQL",ML Engineer,Sarjana,Penulisan Kreatif
