jenis_kelamin,jurusan_s1,spesialisasi_s1,minat,keterampilan,judul_sertifikasi,pekerjaan_pertama,ipk_s1,profil_lengkap
Female,Sarjana Sains,Aplikasi Komputer,Cloud Computing,Java; Python; SQL,"Linux,Git",Software,3.4,Sarjana Sains | Aplikasi Komputer | Cloud Computing | Java; Python; SQL | Software
Male,Sarjana Teknik,Mechanical Engineering,News Coverage; Penelitian; Penjualan/Pemasaran; Social Justice; Teknologi; Perdagangan; Understand Human Behaviour; Understand Human Body; Supply Chain Analysis; Content Writing; Analisis Data; Kepemerintahan; Game Industry; Digital Marketing; Ilmuwan Data; Pengembangan Web; Market Reserach; Social Media Marketing; Service; Infrastructure; Social Causes; Ilmu Data; Industires; Desain; Sap Consultant In Mm; Information Technology; Product Life Cycle Management; Navy Defence Related; Sports Industry; Blockchain; Salesforce Admin,Artificial Intelligence; Artistic; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Content Creation; Creative Skills; Designing Skills; Editing (Penyuntingan); Finance Related Skills; Gathering Information; Good Communication Skills; Hardware Skills; Hospitality; Hr; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Mass Communication; Matlab; Medical Knowledge; Mendengarkan Aktif; Mengajar; Menulis; Negotiation Skills; Pembelajaran Mesin; Pemrograman; People Management; Problem Solving Skills; Product Knowledge; Python; Risk Management Skills; SQL; Sales; Sap; Social Media Marketing; Us & Canada Recruitment (It; Visualisasi Data (Power BI/Tableau); Wealth Management,Data Science And Ai,Production Engineer,2.64,Sarjana Teknik | Mechanical Engineering | News Coverage;Research;Sales/Marketing;Social Justice;Technology;Trading;Understand Human Behaviour;Understand Human Body;Supply Chain Analysis;Content Writing;Data Analytics;Govt. Job;Game Industry;Digital Marketing;Data Scientist;Web Development;Market Reserach;Social Media Marketing;Service;Infrastructure;Social Causes;All Fields Related To Data Science.;Industires;Design;Sap Consultant In Mm;Information Technology;Product Life Cycle Management;Navy Defence Related;Sports Industry;Blockchain;Salesforce Admin | Artificial Intelligence; Artistic; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Content Creation; Creative Skills; Designing Skills; Editing (Penyuntingan); Finance Related Skills; Gathering Information; Good Communication Skills; Hardware Skills; Hospitality; Hr; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Mass Communication; Matlab; Medical Knowledge; Mendengarkan Aktif; Mengajar; Menulis; Negotiation Skills; Pembelajaran Mesin; Pemrograman; People Management; Problem Solving Skills; Product Knowledge; Python; Risk Management Skills; SQL; Sales; Sap; Social Media Marketing; Us & Canada Recruitment (It; Visualisasi Data (Power BI/Tableau); Wealth Management | Production Engineer
Male,Sarjana Teknik,Ilmu Komputer,Railway Engineering,Berpikir Analitis; Berpikir Kritis; Building Rapport; Business Knowledge; Designing Skills; Gathering Informing; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Presentasi; Mass Communication; Menulis; Microsoft Excel; Negotiation Skills; Observation Skills; People Management; Problem Solving Skills; Reporting; Risk Managing; Subject Knowledge,"Diploma In Railway Engineering, Clearroute1 & 2, Bentley Rail Track, Microstation, Autocad",Design Engineer,3.04,Sarjana Teknik | Ilmu Komputer | Railway Engineering | Berpikir Analitis; Berpikir Kritis; Building Rapport; Business Knowledge; Designing Skills; Gathering Informing; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Presentasi; Mass Communication; Menulis; Microsoft Excel; Negotiation Skills; Observation Skills; People Management; Problem Solving Skills; Reporting; Risk Managing; Subject Knowledge | Design Engineer
Male,Sarjana Teknik,Mathematics,Analisis Keuangan; Penelitian; Analisis Data; Ilmuwan Data; Social Media Marketing; Machine Learning,Akuntansi; Artificial Intelligence; Aws; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Cloud Computing; Designing Skills; Finance Related Skills; Gathering Information; Good Communication Skills; Java; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Linux; Mendengarkan Aktif; Mengajar; Microsoft Excel; Pembelajaran Mesin; Pemrograman; Python; Risk Management Skills; SQL; Teaching Experience; Visualisasi Data (Power BI/Tableau),Ai/Ml Nano Degree,Ml); Product Engineer (Ai,2.53,Sarjana Teknik | Mathematics | Financial Analysis;Research;Data Analytics;Data Scientist;Social Media Marketing;Machine Learning | Akuntansi; Artificial Intelligence; Aws; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Cloud Computing; Designing Skills; Finance Related Skills; Gathering Information; Good Communication Skills; Java; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Linux; Mendengarkan Aktif; Mengajar; Microsoft Excel; Pembelajaran Mesin; Pemrograman; Python; Risk Management Skills; SQL; Teaching Experience; Visualisasi Data (Power BI/Tableau) | Product Engineer (Ai/Ml)
Female,Sarjana Teknik,Teknik Informatika,Embedded Systems; Teknologi,Kerja Tim; Keterampilan Presentasi; Leadership Skills; Pemrograman,Enbedded Systems Trainig,Embedded Developer,2.96,"Sarjana Teknik | Teknik Informatika | Embedded Systems,Technology | Kerja Tim; Keterampilan Presentasi; Leadership Skills; Pemrograman | Embedded Developer"
Male,Sarjana Teknik,Data Science,Penelitian; Analisis Data; Ilmuwan Data,Berpikir Analitis; Berpikir Kritis; Gathering Information; Good Communication Skills; Keterampilan Komunikasi; Matlab; Pembelajaran Mesin; Pemrograman; People Management; Problem Solving Skills; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau),No,Tidak Tersedia,2.29,Sarjana Teknik | Data Science | Research;Data Analytics;Data Scientist | Berpikir Analitis; Berpikir Kritis; Gathering Information; Good Communication Skills; Keterampilan Komunikasi; Matlab; Pembelajaran Mesin; Pemrograman; People Management; Problem Solving Skills; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Sains,Teknik Informatika,Teknologi; Web Designing; Analisis Data; Kepemerintahan; Information Technology,Business Knowledge; C++; Editing (Penyuntingan); Gathering Information; Java; Menulis; Problem Solving Skills; SQL,Selenium Automation,Software Tester,2.85,Sarjana Sains | Teknik Informatika | Technology;Web Designing;Data Analytics;Govt. Job;Information Technology | Business Knowledge; C++; Editing (Penyuntingan); Gathering Information; Java; Menulis; Problem Solving Skills; SQL | Software Tester
Male,Sarjana Teknik,Teknik Informatika,News Coverage; Penelitian; Penjualan/Pemasaran; Social Justice; Teknologi; Perdagangan; Market Reserach; Industires; Desain,Akuntansi; Hardware Skills; Java; Mendengarkan Aktif; Pemrograman; Problem Solving Skills; Product Knowledge,Vfx Designing,Vfx Designer,2.36,Sarjana Teknik | Teknik Informatika | News Coverage;Research;Sales/Marketing;Social Justice;Technology;Trading;Market Reserach;Industires;Design | Akuntansi; Hardware Skills; Java; Mendengarkan Aktif; Pemrograman; Problem Solving Skills; Product Knowledge | Vfx Designer
Male,Sarjana Sains,Teknik Informatika,Penjualan/Pemasaran,Artistic; Berpikir Kritis; Business Knowledge; Creative Skills; Finance Related Skills; Hardware Skills; Keterampilan Komunikasi; Mendengarkan Aktif; People Management; Problem Solving Skills; Product Knowledge; Risk Management Skills; Sales,No,Medical Representative,2.62,Sarjana Sains | Teknik Informatika | Sales/Marketing | Artistic; Berpikir Kritis; Business Knowledge; Creative Skills; Finance Related Skills; Hardware Skills; Keterampilan Komunikasi; Mendengarkan Aktif; People Management; Problem Solving Skills; Product Knowledge; Risk Management Skills; Sales | Medical Representative
Female,M.Tech,Physics,Teknologi; Analisis Data; Game Industry; Ilmuwan Data; Information Technology; Excel,C++; Good Communication Skills; Keterampilan Komunikasi; Keterampilan Presentasi; Linux; Mengajar; Menulis; Pemrograman; Programming Language C; Python; SQL; Teaching Experience,No,Tidak Tersedia,3.08,M.Tech | Physics | Technology;Data Analytics;Game Industry;Data Scientist;Information Technology;Excel | C++; Good Communication Skills; Keterampilan Komunikasi; Keterampilan Presentasi; Linux; Mengajar; Menulis; Pemrograman; Programming Language C; Python; SQL; Teaching Experience | Tidak Tersedia
Male,Sarjana Teknik,Ilmu Komputer,Teknologi,Linux; Python,No,Computer Software Engineer,2.66,Sarjana Teknik | Ilmu Komputer | Technology | Linux; Python | Computer Software Engineer
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Sap Consultant In Mm; Machine Learning; Oil And Gas,Cloud Computing; Designing Skills; Java; Linux; Mechanical Maintenance; SQL,No,Associate,2.96,Sarjana Teknik | Teknik Informatika | Technology;Sap Consultant In Mm;Machine Learning;Oil And Gas | Cloud Computing; Designing Skills; Java; Linux; Mechanical Maintenance; SQL | Associate
Female,Ma,Principles Of Programming Through C Language,Pengajaran; Kepemerintahan,Mengajar,Accp,Guru,2.0,Ma | Principles Of Programming Through C Language | Teaching;Govt. Job | Mengajar | Teacher
Female,Sarjana Teknik,Teknik Informatika,Analisis Data,Berpikir Analitis; Gathering Information; Keterampilan Komunikasi; Mendengarkan Aktif; Python; SQL,Data Science,Tidak Tersedia,3.1,Sarjana Teknik | Teknik Informatika | Data Analytics | Berpikir Analitis; Gathering Information; Keterampilan Komunikasi; Mendengarkan Aktif; Python; SQL | Tidak Tersedia
Male,Sarjana Teknik,Mathematics,Teknologi; Information Technology; Sports Industry,Artificial Intelligence; Python; Risk Management Skills,Python,Mechine Learning Engineer,3.52,Sarjana Teknik | Mathematics | Technology;Information Technology;Sports Industry | Artificial Intelligence; Python; Risk Management Skills | Mechine Learning Engineer
Male,Sarjana Ekonomi,Computer Science  Engineering,Penjualan/Pemasaran; Kewirausahaan,Business Knowledge; Reporting; Risk Managing,No,Self Employed,3.29,"Sarjana Ekonomi | Computer Science  Engineering | Sales/Marketing, Entrepreneurship | Business Knowledge; Reporting; Risk Managing | Self Employed"
Male,Sarjana Teknik,C Programming,Penjualan/Pemasaran,Hardware Skills,No,Cultfit,2.6,Sarjana Teknik | C Programming | Sales/Marketing | Hardware Skills | Cultfit
Female,Sarjana Sains,Teknik Informatika,Teknologi,SQL,No,Tidak Tersedia,2.74,Sarjana Sains | Teknik Informatika | Technology | SQL | Tidak Tersedia
Female,Sarjana Sains,Ilmu Komputer,Kepemerintahan,Artistic; Creative Skills; Kepemimpinan,No,Motor Controller,3.2,Sarjana Sains | Ilmu Komputer | Govt. Job | Artistic; Creative Skills; Kepemimpinan | Motor Controller
Male,Sarjana Sains,Ilmu Komputer,Teknologi,C++; Java; Kecerdasan Buatan; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Linux; Logika; Microsoft Excel; Ml; Negotiation Skills; Observation Skills; Python; SQL,No,Mahasiswa (Belum Bekerja),3.23,Sarjana Sains | Ilmu Komputer | Technology | C++; Java; Kecerdasan Buatan; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Linux; Logika; Microsoft Excel; Ml; Negotiation Skills; Observation Skills; Python; SQL | Student (Unemployed)
Male,Sarjana Teknik,Civil,Ilmu Data,Artistic; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Creative Skills; Good Communication Skills; Kepemimpinan; Keterampilan Presentasi; Mendengarkan Aktif; Pemrograman; People Management; Problem Solving Skills; Python; SQL; Visualisasi Data (Power BI/Tableau),Primavera P6,Billing Engineer,2.0,Sarjana Teknik | Civil | All Fields Related To Data Science. | Artistic; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Creative Skills; Good Communication Skills; Kepemimpinan; Keterampilan Presentasi; Mendengarkan Aktif; Pemrograman; People Management; Problem Solving Skills; Python; SQL; Visualisasi Data (Power BI/Tableau) | Billing Engineer
Male,Sarjana Teknik,Teknik Informatika,Pengajaran; Teknologi; Perdagangan,Designing Skills; Problem Solving Skills; Product Knowledge; Python,No,Telecaller,2.48,Sarjana Teknik | Teknik Informatika | Teaching;Technology;Trading | Designing Skills; Problem Solving Skills; Product Knowledge; Python | Telecaller
Female,Sarjana Sains,Teknik Informatika,Teknologi,C++; Designing Skills; Ios; Kerja Tim; Pemrograman; Problem Solving Skills,No,Ios Developer,2.84,Sarjana Sains | Teknik Informatika | Technology | C++; Designing Skills; Ios; Kerja Tim; Pemrograman; Problem Solving Skills | Ios Developer
Female,Sarjana Teknik,Teknologi Informasi,Teknologi,Java; Microsoft Excel; Python; SQL,No,Data Engineer,2.56,Sarjana Teknik | Teknologi Informasi | Technology | Java; Microsoft Excel; Python; SQL | Data Engineer
Male,Sarjana Teknik,Teknik Informatika,Digital Marketing; Ilmuwan Data; Pengembangan Web; Ilmu Data,Artificial Intelligence; Aws; C++; Cloud Computing; Content Creation; Java; Keterampilan Presentasi; Pembelajaran Mesin; Python; SQL; Visualisasi Data (Power BI/Tableau),Oracle Certified Associate,Data Scientist,3.46,Sarjana Teknik | Teknik Informatika | Digital Marketing;Data Scientist;Web Development;All Fields Related To Data Science. | Artificial Intelligence; Aws; C++; Cloud Computing; Content Creation; Java; Keterampilan Presentasi; Pembelajaran Mesin; Python; SQL; Visualisasi Data (Power BI/Tableau) | Data Scientist
Male,Sarjana Teknik,Computer Science And Engineering,Teknologi,Tidak Tersedia,No,Software Developer,2.62,Sarjana Teknik | Computer Science And Engineering | Technology | Tidak Tersedia | Software Developer
Male,Sarjana Teknik,Mechanical Engineering,Analisis Keuangan; News Coverage; Penelitian; Penjualan/Pemasaran; Social Justice; Teknologi; Web Designing; Content Writing; Analisis Data; Digital Marketing; Ilmuwan Data; Pengembangan Web; Market Reserach; Social Media Marketing; Blockchain; Salesforce Admin; Construction; Construction Manegement,Artistic; Berpikir Kritis; C++; Creative Skills; Gathering Information; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Presentasi; Mendengarkan Aktif; Negotiation Skills; Pemrograman; Python; SQL; Social Media Marketing,No,Associate Software Engineer,3.13,Sarjana Teknik | Mechanical Engineering | Financial Analysis;News Coverage;Research;Sales/Marketing;Social Justice;Technology;Web Designing;Content Writing;Data Analytics;Digital Marketing;Data Scientist;Web Development;Market Reserach;Social Media Marketing;Blockchain;Salesforce Admin;Construction;Construction Manegement | Artistic; Berpikir Kritis; C++; Creative Skills; Gathering Information; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Presentasi; Mendengarkan Aktif; Negotiation Skills; Pemrograman; Python; SQL; Social Media Marketing | Associate Software Engineer
Male,Sarjana Ekonomi,Aplikasi Komputer,Penjualan/Pemasaran; Teknologi; Understand Human Behaviour; Analisis Data; Game Industry; Ilmuwan Data; Pengembangan Web,Akuntansi; Berpikir Analitis; Business Knowledge; Client Management; Gathering Information; Pemrograman; Problem Solving Skills; Product Knowledge; Python; SQL; Sales; Social Media Marketing,Tally,Field Sales Officer,2.24,Sarjana Ekonomi | Aplikasi Komputer | Sales/Marketing;Technology;Understand Human Behaviour;Data Analytics;Game Industry;Data Scientist;Web Development | Akuntansi; Berpikir Analitis; Business Knowledge; Client Management; Gathering Information; Pemrograman; Problem Solving Skills; Product Knowledge; Python; SQL; Sales; Social Media Marketing | Field Sales Officer
Male,Sarjana Teknik,Teknologi Informasi,Web Designing; Analisis Data; Digital Marketing; Ilmuwan Data,Architecture; Artificial Intelligence; Aws; Berpikir Kritis; Cloud Computing; Java; Pemrograman; Problem Solving Skills; Python; SQL; Visualisasi Data (Power BI/Tableau),"Selenium Webdriver,Java",Database Administrator,3.5,Sarjana Teknik | Teknologi Informasi | Web Designing;Data Analytics;Digital Marketing;Data Scientist | Architecture; Artificial Intelligence; Aws; Berpikir Kritis; Cloud Computing; Java; Pemrograman; Problem Solving Skills; Python; SQL; Visualisasi Data (Power BI/Tableau) | Database Administrator
Male,Sarjana Komputer,Mathematics,Analisis Keuangan; Penelitian; Social Justice; Analisis Data; Ilmuwan Data; Pengembangan Web; Social Media Marketing,Architecture; Artificial Intelligence; Berpikir Analitis; Berpikir Kritis; Cloud Computing; Editing (Penyuntingan); Kepemimpinan; Mass Communication; Matlab; People Management; Problem Solving Skills; Python; SQL; Visualisasi Data (Power BI/Tableau),"Sql, Data Science",Tidak Tersedia,3.23,Sarjana Komputer | Mathematics | Financial Analysis;Research;Social Justice;Data Analytics;Data Scientist;Web Development;Social Media Marketing | Architecture; Artificial Intelligence; Berpikir Analitis; Berpikir Kritis; Cloud Computing; Editing (Penyuntingan); Kepemimpinan; Mass Communication; Matlab; People Management; Problem Solving Skills; Python; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Pekerjaan Perangkat Lunak,Tidak Tersedia,No,Trainee And Associates,3.04,Sarjana Teknik | Teknik Informatika | Software Job | Tidak Tersedia | Trainee And Associates
Female,Sarjana Teknik,Teknik Informatika,Teknologi,C++; Java; Python; SQL,No,Computer Software Engineer,2.79,Sarjana Teknik | Teknik Informatika | Technology | C++; Java; Python; SQL | Computer Software Engineer
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Service; Social Causes; Ilmu Data,Kepemimpinan; Keterampilan Komunikasi; Pemrograman; Problem Solving Skills,Nptel,Tidak Tersedia,3.27,Sarjana Teknik | Teknik Informatika | Technology;Service;Social Causes;All Fields Related To Data Science. | Kepemimpinan; Keterampilan Komunikasi; Pemrograman; Problem Solving Skills | Tidak Tersedia
Male,Sarjana Teknik,Electrical Engineering,Teknologi; Understand Human Behaviour; Web Designing; Pengembangan Web,Business Knowledge; Good Communication Skills; Java; Keterampilan Komunikasi; Pemrograman; People Management,"Wind Energy, Python",Software Developer,2.96,Sarjana Teknik | Electrical Engineering | Technology;Understand Human Behaviour;Web Designing;Web Development | Business Knowledge; Good Communication Skills; Java; Keterampilan Komunikasi; Pemrograman; People Management | Software Developer
Male,Sarjana Teknik,Electrical And Electronics Engineering,Cloud Computing; Teknologi; Analisis Data; Machine Learning; Cyber Security,Cybersecurity; Information Security; Security Information And Event Management (Siem; Security Operations Center; Software Development Life Cycle (Sdlc,"Certified Information Security Manager® (Cism);
 Breach & Attack Simulation;Foundations Of Operationalizing Mitre Att&Ck;Icsi (International Cybersecurity Institute); 
Certified Network Security Specialist",Cyber Security Analyst,2.87,"Sarjana Teknik | Electrical And Electronics Engineering | Cloud Computing,Technology,Data Analytics,Machine Learning,Cyber Security | Cybersecurity; Information Security; Security Information And Event Management (Siem; Security Operations Center; Software Development Life Cycle (Sdlc | Cyber Security Analyst"
Male,Sarjana Teknik,Teknologi Informasi,Teknologi,Java; Pemrograman,No,Insinyur Mekanik,2.72,Sarjana Teknik | Teknologi Informasi | Technology | Java; Pemrograman | Mechanical Engineer
Male,Sarjana Ekonomi,Teknik Informatika,Penjualan/Pemasaran,Building Rapport; Kepemimpinan; Kerja Tim; Microsoft Excel; Product Knowledge; Sales; Subject Knowledge,No,Eksekutif Penjualan,2.93,Sarjana Ekonomi | Teknik Informatika | Sales/Marketing | Building Rapport; Kepemimpinan; Kerja Tim; Microsoft Excel; Product Knowledge; Sales; Subject Knowledge | Sales Executive
Male,Sarjana Komputer,Engineerinh,Web Designing; Game Industry; Pengembangan Web,Berpikir Kritis; Editing (Penyuntingan); Menulis; Pemrograman,No,Tidak Tersedia,2.64,Sarjana Komputer | Engineerinh | Web Designing;Game Industry;Web Development | Berpikir Kritis; Editing (Penyuntingan); Menulis; Pemrograman | Tidak Tersedia
Male,Sarjana Teknik,C Programming,Penelitian; Teknologi; Game Industry; Product Life Cycle Management,Berpikir Analitis; Berpikir Kritis; Problem Solving Skills; Product Knowledge,No,Compliance Engineer,2.92,Sarjana Teknik | C Programming | Research;Technology;Game Industry;Product Life Cycle Management | Berpikir Analitis; Berpikir Kritis; Problem Solving Skills; Product Knowledge | Compliance Engineer
Female,Sarjana Teknik,Electronics And Communication Engineering,Application Development,Berpikir Analitis; Gathering Informing; Kerja Tim; Keterampilan Interpersonal; Keterampilan Komunikasi; Logika; Microsoft Excel; Pemrograman; Problem Solving Skills; Product Knowledge; SQL,Microsoft Full Stack Certification,Back End Developer,2.96,Sarjana Teknik | Electronics And Communication Engineering | Application Development | Berpikir Analitis; Gathering Informing; Kerja Tim; Keterampilan Interpersonal; Keterampilan Komunikasi; Logika; Microsoft Excel; Pemrograman; Problem Solving Skills; Product Knowledge; SQL | Back End Developer
Female,Sarjana Ekonomi,Teknik Informatika,Kewirausahaan,Akuntansi; Keterampilan Interpersonal; Keterampilan Presentasi,Diploma Course In Digital Marketing,Mahasiswa (Belum Bekerja),3.32,Sarjana Ekonomi | Teknik Informatika | Entrepreneurship | Akuntansi; Keterampilan Interpersonal; Keterampilan Presentasi | Student (Unemployed)
Female,Sarjana Teknik,Teknik Informatika,Teknologi,Kecerdasan Buatan; Ml; Python; SQL,. Net,Asp.Net Developer,2.76,Sarjana Teknik | Teknik Informatika | Technology | Kecerdasan Buatan; Ml; Python; SQL | Asp.Net Developer
Female,Sarjana Sains,Statistics,Analisis Data; Kepemerintahan; Ilmuwan Data; Pengembangan Web,Berpikir Analitis; C++; Editing (Penyuntingan); Gathering Information; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; Python; SQL,Data Science Using Python And R,Tidak Tersedia,3.04,Sarjana Sains | Statistics | Data Analytics;Govt. Job;Data Scientist;Web Development | Berpikir Analitis; C++; Editing (Penyuntingan); Gathering Information; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; Python; SQL | Tidak Tersedia
Male,Sarjana Teknik,Ilmu Komputer,Analisis Keuangan,C++; Keterampilan Komunikasi; Membaca; Subject Knowledge,Autocad,Loco Pilot,3.03,Sarjana Teknik | Ilmu Komputer | Financial Analysis | C++; Keterampilan Komunikasi; Membaca; Subject Knowledge | Loco Pilot
Female,Sarjana Teknik,Mechanical Engineering,Penelitian; Teknologi; Understand Human Behaviour; Analisis Data; Kepemerintahan; Home Interior Design; Retailer; Ilmuwan Data; Pengembangan Web; Market Reserach; Social Media Marketing; Ilmu Data,Akuntansi; Designing Skills; Good Communication Skills; Hardware Skills; Hr; Mendengarkan Aktif; Menulis; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau),"Data Science, Python",Tidak Tersedia,2.94,Sarjana Teknik | Mechanical Engineering | Research;Technology;Understand Human Behaviour;Data Analytics;Govt. Job;Home Interior Design;Retailer;Data Scientist;Web Development;Market Reserach;Social Media Marketing;All Fields Related To Data Science. | Akuntansi; Designing Skills; Good Communication Skills; Hardware Skills; Hr; Mendengarkan Aktif; Menulis; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Female,Sarjana Teknik,Teknik Informatika,Pengembangan Web; Information Technology; Blockchain; Digital Marketing; Game Industry,Ansible; Domain Name System (Dns; Git; Ibm Aix; Jenkins; Linux; Nagios; Puppet; Python; Secure Shell (Ssh; Shell Scripting,Red Hat Certified Specialist In Ansible Automation;Rhcsa;Ibm Agile Explorer,Devops Engineer,3.29,"Sarjana Teknik | Teknik Informatika | Web Development,Information Technology,Blockchain,Digital Marketing,Game Industry | Ansible; Domain Name System (Dns; Git; Ibm Aix; Jenkins; Linux; Nagios; Puppet; Python; Secure Shell (Ssh; Shell Scripting | Devops Engineer"
Male,Sarjana Teknik,Teknik Informatika,Teknologi,Pemrograman,No,Front End Developer,3.38,Sarjana Teknik | Teknik Informatika | Technology | Pemrograman | Front End Developer
Female,Sarjana Teknik,Teknik Informatika,Teknologi; Ilmuwan Data,Artificial Intelligence; Berpikir Kritis; C++; Java; Keterampilan Komunikasi; Keterampilan Presentasi; Pembelajaran Mesin; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau),No,Associate Software Engineer,2.66,Sarjana Teknik | Teknik Informatika | Technology;Data Scientist | Artificial Intelligence; Berpikir Kritis; C++; Java; Keterampilan Komunikasi; Keterampilan Presentasi; Pembelajaran Mesin; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau) | Associate Software Engineer
Female,Sarjana Teknik,Teknik Informatika,Teknologi,Ml; Python; SQL; Visualisasi Data (Power BI/Tableau),Innodatatics,Ml Engineer,2.68,Sarjana Teknik | Teknik Informatika | Technology | Ml; Python; SQL; Visualisasi Data (Power BI/Tableau) | Ml Engineer
Female,Sarjana Teknik,Teknik Informatika,Teknologi,Pemrograman,No,Mahasiswa (Belum Bekerja),2.66,Sarjana Teknik | Teknik Informatika | Technology | Pemrograman | Student (Unemployed)
Male,Sarjana Sains,Teknik Informatika,Perdagangan; Web Designing; Analisis Data; Kepemerintahan,Berpikir Analitis; Editing (Penyuntingan); Java; Pembelajaran Mesin; Pemrograman; Python; Visualisasi Data (Power BI/Tableau),Data Science,Data Scientist,2.52,Sarjana Sains | Teknik Informatika | Trading;Web Designing;Data Analytics;Govt. Job | Berpikir Analitis; Editing (Penyuntingan); Java; Pembelajaran Mesin; Pemrograman; Python; Visualisasi Data (Power BI/Tableau) | Data Scientist
Male,Sarjana Teknik,Teknik Informatika,Teknologi,Artistic Skills; Berpikir Analitis; Berpikir Kritis; Building Rapport; C++; Creativity Skills; Designing Skills; Gathering Informing; Java; Kecerdasan Buatan; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Komunikasi; Keterampilan Presentasi; Linux; Mass Communication; Membaca; Menulis; Microsoft Excel; Ml; Negotiation Skills; Pemrograman; Problem Solving Skills; Product Knowledge; Python; SQL; Subject Knowledge; Visualisasi Data (Power BI/Tableau),"Splunk , Ccna, Ccent",Data Analyst,3.19,Sarjana Teknik | Teknik Informatika | Technology | Artistic Skills; Berpikir Analitis; Berpikir Kritis; Building Rapport; C++; Creativity Skills; Designing Skills; Gathering Informing; Java; Kecerdasan Buatan; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Komunikasi; Keterampilan Presentasi; Linux; Mass Communication; Membaca; Menulis; Microsoft Excel; Ml; Negotiation Skills; Pemrograman; Problem Solving Skills; Product Knowledge; Python; SQL; Subject Knowledge; Visualisasi Data (Power BI/Tableau) | Data Analyst
Male,Sarjana Teknik,Mobile Communications,Teknologi; Web Designing; Pengembangan Web,Business Knowledge; C++; Content Creation; Good Communication Skills; Hardware Skills; Java; Keterampilan Komunikasi; Keterampilan Presentasi; Matlab; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; People Management; Python; SQL,Software Testing,Testing Engineer,2.28,Sarjana Teknik | Mobile Communications | Technology;Web Designing;Web Development | Business Knowledge; C++; Content Creation; Good Communication Skills; Hardware Skills; Java; Keterampilan Komunikasi; Keterampilan Presentasi; Matlab; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; People Management; Python; SQL | Testing Engineer
Male,Sarjana Teknik,Teknik Informatika,Ilmu Data,Berpikir Analitis; Berpikir Kritis; Keterampilan Komunikasi; Keterampilan Presentasi; Mendengarkan Aktif; Problem Solving Skills; Visualisasi Data (Power BI/Tableau),"My Sql, Data Analyst Using Excel",Tidak Tersedia,3.0,Sarjana Teknik | Teknik Informatika | All Fields Related To Data Science. | Berpikir Analitis; Berpikir Kritis; Keterampilan Komunikasi; Keterampilan Presentasi; Mendengarkan Aktif; Problem Solving Skills; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Female,Sarjana Sains,Teknik Informatika,Analisis Keuangan; Penelitian; Teknologi; Analisis Data; Digital Marketing,Berpikir Analitis; Berpikir Kritis; Gathering Information; Keterampilan Presentasi; Mendengarkan Aktif; Pemrograman; People Management; Python; Visualisasi Data (Power BI/Tableau),No,Tidak Tersedia,3.47,Sarjana Sains | Teknik Informatika | Financial Analysis;Research;Technology;Data Analytics;Digital Marketing | Berpikir Analitis; Berpikir Kritis; Gathering Information; Keterampilan Presentasi; Mendengarkan Aktif; Pemrograman; People Management; Python; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
